Date,Perc. of Positive Sentiment
2000-04-30,0.5
2000-05-01,0.5
2000-05-02,0.5
2000-05-03,0.5
2000-05-04,0.5
2000-05-05,0.5
2000-05-06,0.5
2000-05-07,0.5
2000-05-08,0.5
2000-05-09,0.5
2000-05-10,0.5
2000-05-11,0.5
2000-05-12,0.5
2000-05-13,0.5
2000-05-14,0.5
2000-05-15,0.5
2000-05-16,0.5
2000-05-17,0.5
2000-05-18,0.5
2000-05-19,0.5
2000-05-20,0.5
2000-05-21,0.5
2000-05-22,0.5
2000-05-23,0.5
2000-05-24,0.5
2000-05-25,0.5
2000-05-26,0.5
2000-05-27,0.5
2000-05-28,0.5
2000-05-29,0.5
2000-05-30,0.5
2000-05-31,0.5
2000-06-01,0.5
2000-06-02,0.5
2000-06-03,0.5
2000-06-04,0.5
2000-06-05,0.5
2000-06-06,0.5
2000-06-07,0.5
2000-06-08,0.5
2000-06-09,0.5
2000-06-10,0.5
2000-06-11,0.5
2000-06-12,0.5
2000-06-13,0.5
2000-06-14,0.5
2000-06-15,0.5
2000-06-16,0.5
2000-06-17,0.5
2000-06-18,0.5
2000-06-19,0.5
2000-06-20,0.5
2000-06-21,0.5
2000-06-22,0.5
2000-06-23,0.5
2000-06-24,0.5
2000-06-25,0.5
2000-06-26,0.5
2000-06-27,0.5
2000-06-28,0.5
2000-06-29,0.5
2000-06-30,0.5
2000-07-01,0.5
2000-07-02,0.5
2000-07-03,0.5
2000-07-04,0.5
2000-07-05,0.5
2000-07-06,0.5
2000-07-07,0.5
2000-07-08,0.5
2000-07-09,0.5
2000-07-10,0.5
2000-07-11,0.5
2000-07-12,0.5
2000-07-13,0.5
2000-07-14,0.5
2000-07-15,0.5
2000-07-16,0.5
2000-07-17,0.5
2000-07-18,0.5
2000-07-19,0.5
2000-07-20,0.5
2000-07-21,0.5
2000-07-22,0.5
2000-07-23,0.5
2000-07-24,0.5
2000-07-25,0.5
2000-07-26,0.5
2000-07-27,0.5
2000-07-28,0.5
2000-07-29,0.5
2000-07-30,0.5
2000-07-31,0.5
2000-08-01,0.5
2000-08-02,0.5
2000-08-03,0.5
2000-08-04,0.5
2000-08-05,0.5
2000-08-06,0.5
2000-08-07,0.5
2000-08-08,0.5
2000-08-09,0.5
2000-08-10,0.5
2000-08-11,0.5
2000-08-12,0.5
2000-08-13,0.5
2000-08-14,0.5
2000-08-15,0.5
2000-08-16,0.5
2000-08-17,0.5
2000-08-18,0.5
2000-08-19,0.5
2000-08-20,0.5
2000-08-21,0.5
2000-08-22,0.5
2000-08-23,0.5
2000-08-24,0.5
2000-08-25,0.5
2000-08-26,0.5
2000-08-27,0.5
2000-08-28,0.5
2000-08-29,0.5
2000-08-30,0.5
2000-08-31,0.5
2000-09-01,0.5
2000-09-02,0.5
2000-09-03,0.5
2000-09-04,0.5
2000-09-05,0.5
2000-09-06,0.5
2000-09-07,0.5
2000-09-08,0.5
2000-09-09,0.5
2000-09-10,0.5
2000-09-11,0.5
2000-09-12,0.5
2000-09-13,0.5
2000-09-14,0.5
2000-09-15,0.5
2000-09-16,0.5
2000-09-17,0.5
2000-09-18,0.5
2000-09-19,0.5
2000-09-20,0.5
2000-09-21,0.5
2000-09-22,0.5
2000-09-23,0.5
2000-09-24,0.5
2000-09-25,0.5
2000-09-26,0.5
2000-09-27,0.5
2000-09-28,0.5
2000-09-29,0.5
2000-09-30,0.5
2000-10-01,0.5
2000-10-02,0.5
2000-10-03,0.5
2000-10-04,0.5
2000-10-05,0.5
2000-10-06,0.5
2000-10-07,0.5
2000-10-08,0.5
2000-10-09,0.5
2000-10-10,0.5
2000-10-11,0.5
2000-10-12,0.5
2000-10-13,0.5
2000-10-14,0.5
2000-10-15,0.5
2000-10-16,0.5
2000-10-17,0.5
2000-10-18,0.5
2000-10-19,0.5
2000-10-20,0.5
2000-10-21,0.5
2000-10-22,0.5
2000-10-23,0.5
2000-10-24,0.5
2000-10-25,0.5
2000-10-26,0.5
2000-10-27,0.5
2000-10-28,0.5
2000-10-29,0.5
2000-10-30,0.5
2000-10-31,0.5
2000-11-01,0.5
2000-11-02,0.5
2000-11-03,0.5
2000-11-04,0.5
2000-11-05,0.5
2000-11-06,0.5
2000-11-07,0.5
2000-11-08,0.5
2000-11-09,0.5
2000-11-10,0.5
2000-11-11,0.5
2000-11-12,0.5
2000-11-13,0.5
2000-11-14,0.5
2000-11-15,0.5
2000-11-16,0.5
2000-11-17,0.5
2000-11-18,0.5
2000-11-19,0.5
2000-11-20,0.5
2000-11-21,0.5
2000-11-22,0.5
2000-11-23,0.5
2000-11-24,0.5
2000-11-25,0.5
2000-11-26,0.5
2000-11-27,0.5
2000-11-28,0.5
2000-11-29,0.5
2000-11-30,0.5
2000-12-01,0.5
2000-12-02,0.5
2000-12-03,0.5
2000-12-04,0.5
2000-12-05,0.5
2000-12-06,0.5
2000-12-07,0.5
2000-12-08,0.5
2000-12-09,0.5
2000-12-10,0.5
2000-12-11,0.5
2000-12-12,0.5
2000-12-13,0.5
2000-12-14,0.5
2000-12-15,0.5
2000-12-16,0.5
2000-12-17,0.5
2000-12-18,0.5
2000-12-19,0.5
2000-12-20,0.5
2000-12-21,0.5
2000-12-22,0.5
2000-12-23,0.5
2000-12-24,0.5
2000-12-25,0.5
2000-12-26,0.5
2000-12-27,0.5
2000-12-28,0.5
2000-12-29,0.5
2000-12-30,0.5
2000-12-31,0.5
2001-01-01,0.5
2001-01-02,0.5
2001-01-03,0.5
2001-01-04,0.5
2001-01-05,1.6613296451750692e-05
2001-01-06,1.6613320165559387e-05
2001-01-07,1.6613391307096492e-05
2001-01-08,1.6613509876139965e-05
2001-01-09,1.661367587257878e-05
2001-01-10,7.059947891552287e-05
2001-01-11,7.059981676382776e-05
2001-01-12,7.059801065734117e-05
2001-01-13,7.059875152426454e-05
2001-01-14,7.059969390055265e-05
2001-01-15,7.060083778576143e-05
2001-01-16,7.060218317933575e-05
2001-01-17,7.06037300806095e-05
2001-01-18,6.645218896073057e-05
2001-01-19,6.645413294903424e-05
2001-01-20,6.645626658563497e-05
2001-01-21,6.645858986964459e-05
2001-01-22,6.230788227479245e-05
2001-01-23,6.231057892625014e-05
2001-01-24,6.646556983169738e-05
2001-01-25,6.646862792569763e-05
2001-01-26,6.647187565411716e-05
2001-01-27,6.647531301495757e-05
2001-01-28,6.647894000677557e-05
2001-01-29,6.648275662790581e-05
2001-01-30,6.648676287601685e-05
2001-01-31,6.649095874944333e-05
2001-02-01,6.649534424596482e-05
2001-02-02,6.649991936336086e-05
2001-02-03,6.650468409941102e-05
2001-02-04,6.650963845178381e-05
2001-02-05,6.651478241803677e-05
2001-02-06,6.652011599517227e-05
2001-02-07,6.65256391810809e-05
2001-02-08,6.653135197276505e-05
2001-02-09,6.653725436733815e-05
2001-02-10,6.654334636191361e-05
2001-02-11,6.65496279532718e-05
2001-02-12,6.655609913863714e-05
2001-02-13,6.65627599143459e-05
2001-02-14,7.487363223956933e-05
2001-02-15,7.488068375949286e-05
2001-02-16,6.658171525131262e-05
2001-02-17,6.65891815189168e-05
2001-02-18,6.659683734688837e-05
2001-02-19,6.660468273123055e-05
2001-02-20,6.661271766827959e-05
2001-02-21,6.662094215381664e-05
2001-02-22,6.662935618362287e-05
2001-02-23,6.663795975381248e-05
2001-02-24,6.664675285994459e-05
2001-02-25,6.665573549724524e-05
2001-02-26,6.666490766193967e-05
2001-02-27,6.667426934903187e-05
2001-02-28,6.668382055374789e-05
2001-03-01,6.669356127131376e-05
2001-03-02,6.670349149717758e-05
2001-03-03,6.67136112261213e-05
2001-03-04,6.67239204531489e-05
2001-03-05,6.673441917315337e-05
2001-03-06,6.674510738069461e-05
2001-03-07,6.67559850706656e-05
2001-03-08,6.676705223729318e-05
2001-03-09,6.677830887547032e-05
2001-03-10,6.678975497909079e-05
2001-03-11,6.680139054304757e-05
2001-03-12,6.681321556101238e-05
2001-03-13,6.682523002710106e-05
2001-03-14,6.683743393565145e-05
2001-03-15,6.684982728011324e-05
2001-03-16,5.8556454970659644e-05
2001-03-17,5.856921542879423e-05
2001-03-18,5.858214159437658e-05
2001-03-19,6.274713411424937e-05
2001-03-20,6.276039731856198e-05
2001-03-21,6.277383805952663e-05
2001-03-22,6.27874563300379e-05
2001-03-23,6.28012521236565e-05
2001-03-24,6.281522543372109e-05
2001-03-25,5.867650276858427e-05
2001-03-26,5.869082523402014e-05
2001-03-27,5.8705313340068344e-05
2001-03-28,5.456716279472751e-05
2001-03-29,5.458197630991979e-05
2001-03-30,5.459694358955769e-05
2001-03-31,5.4612064626646806e-05
2001-04-01,5.462733941297149e-05
2001-04-02,5.464276794120426e-05
2001-04-03,5.4658350203795614e-05
2001-04-04,5.8825912827020765e-05
2001-04-05,5.46890734813843e-05
2001-04-06,5.470512848448905e-05
2001-04-07,5.472133718487093e-05
2001-04-08,5.4737699574425314e-05
2001-04-09,5.475421564526961e-05
2001-04-10,5.4770885388744084e-05
2001-04-11,5.478770879652206e-05
2001-04-12,5.4804685860498914e-05
2001-04-13,5.4821816572125925e-05
2001-04-14,5.483910092241029e-05
2001-04-15,5.485653890302533e-05
2001-04-16,5.4874130505422336e-05
2001-04-17,5.489187572027543e-05
2001-04-18,5.9061526814896403e-05
2001-04-19,8.813991706102531e-05
2001-04-20,9.646050963074693e-05
2001-04-21,9.647903080922671e-05
2001-04-22,9.649782401721652e-05
2001-04-23,0.00010066794987617644
2001-04-24,0.00010068729258638776
2001-04-25,0.0001007069191419907
2001-04-26,0.00010072682953266021
2001-04-27,9.65943607756925e-05
2001-04-28,9.661483302014773e-05
2001-04-29,9.66355772160643e-05
2001-04-30,9.665659335289511e-05
2001-05-01,0.00010497978824963727
2001-05-02,0.00010500135906932329
2001-05-03,0.00010502322548500143
2001-05-04,0.00010504538748512537
2001-05-05,0.00010506784505914801
2001-05-06,0.00010093632933605434
2001-05-07,8.850221516731871e-05
2001-05-08,9.267630153209083e-05
2001-05-09,9.685057188379975e-05
2001-05-10,0.00010102503803965934
2001-05-11,0.00010104914286324096
2001-05-12,0.00010107353128785412
2001-05-13,0.00010109820330095332
2001-05-14,0.00010112315889032608
2001-05-15,0.00010114839804298281
2001-05-16,0.00010532448669697825
2001-05-17,0.00010535029823877107
2001-05-18,0.0001053764051469619
2001-05-19,0.00010540280740811703
2001-05-20,0.00010542950500924686
2001-05-21,0.00010545649793680667
2001-05-22,0.00010548378617669663
2001-05-23,0.00010551136971592712
2001-05-24,0.00010553924853995422
2001-05-25,0.00010556742263501118
2001-05-26,0.00010559589198699815
2001-05-27,0.00010562465658137121
2001-05-28,0.0001056537164038085
2001-05-29,0.00010568307143954403
2001-05-30,0.00010571272167370083
2001-05-31,0.00010574266709162394
2001-06-01,0.00010577290767754821
2001-06-02,0.00010580344341692971
2001-06-03,0.00010583427429422532
2001-06-04,0.00010586540029378089
2001-06-05,0.00010589682139983125
2001-06-06,0.00010592853759672227
2001-06-07,0.00010596054886835571
2001-06-08,0.00010599285519818924
2001-06-09,0.00010602545657079077
2001-06-10,0.00010605835296917387
2001-06-11,0.00010193930457025324
2001-06-12,9.366851312564428e-05
2001-06-13,9.370226572635865e-05
2001-06-14,9.373627773423543e-05
2001-06-15,9.37705491327323e-05
2001-06-16,8.965304839436694e-05
2001-06-17,8.968783289731164e-05
2001-06-18,8.972286488906356e-05
2001-06-19,8.975814435174811e-05
2001-06-20,8.979367126760174e-05
2001-06-21,8.982944561863881e-05
2001-06-22,8.986546738676271e-05
2001-06-23,8.990173655409883e-05
2001-06-24,8.993825310243952e-05
2001-06-25,8.997501701257793e-05
2001-06-26,9.001202826675048e-05
2001-06-27,9.004779160437515e-05
2001-06-28,9.008529686560518e-05
2001-06-29,9.012005657249578e-05
2001-06-30,9.015805510714792e-05
2001-07-01,9.019630086593011e-05
2001-07-02,9.02347938296355e-05
2001-07-03,7.781849078536407e-05
2001-07-04,7.370591862654319e-05
2001-07-05,7.374509534907592e-05
2001-07-06,7.378447180805825e-05
2001-07-07,6.967257525236636e-05
2001-07-08,6.971234559760564e-05
2001-07-09,6.97523037732628e-05
2001-07-10,7.39426935683074e-05
2001-07-11,7.398303218464353e-05
2001-07-12,6.987216866261026e-05
2001-07-13,6.991290097768665e-05
2001-07-14,6.995382101526726e-05
2001-07-15,6.99949287545909e-05
2001-07-16,7.003506137315263e-05
2001-07-17,5.762200876913148e-05
2001-07-18,4.936012055012373e-05
2001-07-19,4.940191323166143e-05
2001-07-20,5.359372240509863e-05
2001-07-21,5.363577652250928e-05
2001-07-22,5.367797079058878e-05
2001-07-23,5.7870120870218145e-05
2001-07-24,5.791260009124777e-05
2001-07-25,5.7955231235862215e-05
2001-07-26,5.3847308322807486e-05
2001-07-27,5.389023784996283e-05
2001-07-28,5.393330739300595e-05
2001-07-29,5.397651693095362e-05
2001-07-30,5.401986644237855e-05
2001-07-31,5.4063355904299115e-05
2001-08-01,5.410698529528801e-05
2001-08-02,5.4150754593251804e-05
2001-08-03,5.419466377665216e-05
2001-08-04,5.423871282228543e-05
2001-08-05,5.428290170839123e-05
2001-08-06,5.432723041243204e-05
2001-08-07,5.437169891264748e-05
2001-08-08,5.4416307186055946e-05
2001-08-09,5.446105520989786e-05
2001-08-10,5.450594296207978e-05
2001-08-11,5.4550970419731115e-05
2001-08-12,5.8745858285691455e-05
2001-08-13,5.879116959917052e-05
2001-08-14,5.883663238603898e-05
2001-08-15,5.888224662364827e-05
2001-08-16,5.892801228868372e-05
2001-08-17,5.8973929358829835e-05
2001-08-18,5.901999780988376e-05
2001-08-19,5.906621761886388e-05
2001-08-20,5.911258876245551e-05
2001-08-21,5.915911121767703e-05
2001-08-22,5.920578496021456e-05
2001-08-23,5.9252609966531367e-05
2001-08-24,5.929958621408993e-05
2001-08-25,5.9346713677577156e-05
2001-08-26,5.939399233412246e-05
2001-08-27,5.944142215952297e-05
2001-08-28,5.948900312946481e-05
2001-08-29,5.953673522074432e-05
2001-08-30,5.958461840827045e-05
2001-08-31,5.963265266895057e-05
2001-09-01,5.968083797713852e-05
2001-09-02,5.9729174309408606e-05
2001-09-03,5.97776616407808e-05
2001-09-04,5.9826299947163264e-05
2001-09-05,5.9875089203687004e-05
2001-09-06,6.822318743671119e-05
2001-09-07,6.827228702721566e-05
2001-09-08,6.832156116609589e-05
2001-09-09,6.837100982814981e-05
2001-09-10,7.671950202248201e-05
2001-09-11,7.676930807609672e-05
2001-09-12,7.681931224889915e-05
2001-09-13,7.686951451424395e-05
2001-09-14,8.106923912709618e-05
2001-09-15,8.111984166758734e-05
2001-09-16,8.117065405910395e-05
2001-09-17,8.537092637306287e-05
2001-09-18,8.54221625203877e-05
2001-09-19,8.547362027522265e-05
2001-09-20,8.552529961103339e-05
2001-09-21,8.557720050206274e-05
2001-09-22,8.562932292144332e-05
2001-09-23,8.568166684308487e-05
2001-09-24,8.573423224056409e-05
2001-09-25,8.578701908679154e-05
2001-09-26,8.584002735512186e-05
2001-09-27,9.41915137349092e-05
2001-09-28,9.42449727995287e-05
2001-09-29,9.429867687249516e-05
2001-09-30,9.435262592694116e-05
2001-10-01,9.4406819934445e-05
2001-10-02,9.446125886758416e-05
2001-10-03,9.451594269926922e-05
2001-10-04,9.45708714013005e-05
2001-10-05,0.00010707286674238592
2001-10-06,0.00010712829686465586
2001-10-07,0.00010718400727083299
2001-10-08,0.00010723999793338379
2001-10-09,0.00010729626882233223
2001-10-10,0.0001115016126428392
2001-10-11,0.00011155844775856405
2001-10-12,0.00011161557484673512
2001-10-13,0.00011167299387804253
2001-10-14,0.00011173070482350944
2001-10-15,0.00011178870765371496
2001-10-16,0.00011184700233879408
2001-10-17,0.00011190558884921487
2001-10-18,0.00017418206083563703
2001-10-19,0.000174241285276322
2001-10-20,0.00017430097884951756
2001-10-21,0.00017436114152402649
2001-10-22,0.00017442177326942865
2001-10-23,0.00017448287405352758
2001-10-24,0.00017869196724673575
2001-10-25,0.0001787540096738205
2001-10-26,0.00017881653286921928
2001-10-27,0.00017887953680173485
2001-10-28,0.00017894302143761642
2001-10-29,0.00017900698674544469
2001-10-30,0.00017907143269180192
2001-10-31,0.00017913635924338145
2001-11-01,0.00017920176636676555
2001-11-02,0.00017926765402831446
2001-11-03,0.00017933402219383332
2001-11-04,0.00017940087082968237
2001-11-05,0.00017946819990088958
2001-11-06,0.0001795360093733711
2001-11-07,0.00017960429921137777
2001-11-08,0.00017967306938038163
2001-11-09,0.00017974231984496658
2001-11-10,0.00017981205056905036
2001-11-11,0.00017988226151666176
2001-11-12,0.0001799529526527177
2001-11-13,0.00018002412393980372
2001-11-14,0.00018009577534094934
2001-11-15,0.00018016790682062744
2001-11-16,0.00018024051834042432
2001-11-17,0.0001803136098637026
2001-11-18,0.0001803871813522706
2001-11-19,0.00018046123276860282
2001-11-20,0.00018053576407450755
2001-11-21,0.00018061077523179314
2001-11-22,0.0001806862662012687
2001-11-23,0.00018076223694452054
2001-11-24,0.0001808386874221357
2001-11-25,0.00018091561759536745
2001-11-26,0.00018099302742380363
2001-11-27,0.00017277023860440277
2001-11-28,0.00016869836449284747
2001-11-29,0.00016877717613816845
2001-11-30,0.00016885643175823528
2001-12-01,0.00016893613131163665
2001-12-02,0.00016486611545873942
2001-12-03,0.00016909404998788347
2001-12-04,0.00016917506789926318
2001-12-05,0.00016925652956345516
2001-12-06,0.00016518835081003047
2001-12-07,0.00016111533457430216
2001-12-08,0.00016119810399772838
2001-12-09,0.00015713148948082178
2001-12-10,0.00015720726828882814
2001-12-11,0.00016143819204195164
2001-12-12,0.00016152261138513424
2001-12-13,0.00015745792861587837
2001-12-14,0.0001575431829463625
2001-12-15,0.00015347939542686984
2001-12-16,0.00015356546091871426
2001-12-17,0.00015779875009869215
2001-12-18,0.00014958692752808922
2001-12-19,0.00014967418646494313
2001-12-20,0.000149761829217665
2001-12-21,0.00014984985574140186
2001-12-22,0.00015408500921620938
2001-12-23,0.00015417380583204743
2001-12-24,0.0001501137704651434
2001-12-25,0.0001502033538068881
2001-12-26,0.0001502933206775081
2001-12-27,0.00015866902076533407
2001-12-28,0.00017119848145907834
2001-12-29,0.0001712896306366174
2001-12-30,0.00016723228117765387
2001-12-31,0.00016732431102772782
2002-01-01,0.00016326248584397351
2002-01-02,0.00015505811812699388
2002-01-03,0.00016344323688688434
2002-01-04,0.00016353693066084585
2002-01-05,0.00016777684506963375
2002-01-06,0.0001678713779791341
2002-01-07,0.00019283966823124832
2002-01-08,0.0002053673937458811
2002-01-09,0.00021374975677701524
2002-01-10,0.00021384620978681657
2002-01-11,0.00019319887184210405
2002-01-12,0.0001891484712165381
2002-01-13,0.00019339126180006883
2002-01-14,0.00019348980077571465
2002-01-15,0.00019358884017794953
2002-01-16,0.0001936883799541489
2002-01-17,0.0002476554111155993
2002-01-18,0.0002601866429219335
2002-01-19,0.0002602878678871212
2002-01-20,0.0002603897818684864
2002-01-21,0.00026049238481296033
2002-01-22,0.000268882413687499
2002-01-23,0.0003062732792208367
2002-01-24,0.0003229481395402578
2002-01-25,0.0003189059639719938
2002-01-26,0.00031901236732989613
2002-01-27,0.00031911962448372133
2002-01-28,0.00031922773537762517
2002-01-29,0.0003193366999523217
2002-01-30,0.00032358885862426856
2002-01-31,0.00032784179982414674
2002-02-01,0.0003362209382294923
2002-02-02,0.00033633335369287476
2002-02-03,0.00033644666963394965
2002-02-04,0.00033656088599209877
2002-02-05,0.0003366760027065929
2002-02-06,0.00033679201971548167
2002-02-07,0.00034104510890775597
2002-02-08,0.00034116292589581043
2002-02-09,0.00034542333463549735
2002-02-10,0.0003455429767669216
2002-02-11,0.0003456635424347043
2002-02-12,0.0003457850315738975
2002-02-13,0.0003541846904006052
2002-02-14,0.00035430802692149044
2002-02-15,0.0003544323102685487
2002-02-16,0.000354557540376943
2002-02-17,0.0003588250860354636
2002-02-18,0.00036723473303668097
2002-02-19,0.000371503971859255
2002-02-20,0.0003799151316979943
2002-02-21,0.00038418613384161304
2002-02-22,0.00038845808068255216
2002-02-23,0.00038859019287174057
2002-02-24,0.00038872334558726074
2002-02-25,0.00039299831993033774
2002-02-26,0.00039727426199787086
2002-02-27,0.0004015511834403185
2002-02-28,0.00040168853563438134
2002-03-01,0.0004018269633551119
2002-03-02,0.00040610701662391335
2002-03-03,0.00040624759594443116
2002-03-04,0.0004146701360403515
2002-03-05,0.00041066568661896063
2002-03-06,0.00041909012729668405
2002-03-07,0.00041923508944563537
2002-03-08,0.00041938117369144656
2002-03-09,0.0004236685502909676
2002-03-10,0.00042381687902315335
2002-03-11,0.00042396634139874045
2002-03-12,0.0004241169373377929
2002-03-13,0.00042426866675837616
2002-03-14,0.00041612738036711505
2002-03-15,0.000412134402200226
2002-03-16,0.0004122894992264481
2002-03-17,0.000412445693937058
2002-03-18,0.00041260298624856695
2002-03-19,0.000412761376076598
2002-03-20,0.00042534077973788165
2002-03-21,0.00046274201973373064
2002-03-22,0.000471181802009335
2002-03-23,0.00047134475379684293
2002-03-24,0.00047150896751957383
2002-03-25,0.00046751996541360974
2002-03-26,0.00046768669725727463
2002-03-27,0.0004678546789042004
2002-03-28,0.0004680161547860884
2002-03-29,0.0004681866329362405
2002-03-30,0.00046835836057113056
2002-03-31,0.00046853133759749976
2002-04-01,0.00046870556392075713
2002-04-02,0.0004688810394476439
2002-04-03,0.00046905776408301403
2002-04-04,0.0004692357377306111
2002-04-05,0.0004694149602940678
2002-04-06,0.00046959543167623963
2002-04-07,0.000469777151779871
2002-04-08,0.00046996012050593006
2002-04-09,0.000470144337755829
2002-04-10,0.00047032980342931463
2002-04-11,0.0004746551878821448
2002-04-12,0.00047484314938961436
2002-04-13,0.00047503237079393745
2002-04-14,0.00047522285199264047
2002-04-15,0.0004754145928826947
2002-04-16,0.0004756075933599613
2002-04-17,0.0004840789078988106
2002-04-18,0.0004842744253444886
2002-04-19,0.0004844712256134587
2002-04-20,0.00048466930859858426
2002-04-21,0.00048486867419272883
2002-04-22,0.00048506932228853383
2002-04-23,0.00048527125277553207
2002-04-24,0.00048547446554580986
2002-04-25,0.0004856789604877898
2002-04-26,0.0004858847374921149
2002-04-27,0.0004860917964467637
2002-04-28,0.0004863001372388265
2002-04-29,0.00048650975975628175
2002-04-30,0.00048257426692321914
2002-05-01,0.00048278645049038005
2002-05-02,0.00048299990362055123
2002-05-03,0.0004832146261978254
2002-05-04,0.00048343061810651733
2002-05-05,0.00048364787922883234
2002-05-06,0.0004838664094470868
2002-05-07,0.0004840862086442632
2002-05-08,0.0004843072766996803
2002-05-09,0.00048452961349387813
2002-05-10,0.00048475321890739664
2002-05-11,0.0004849780928180003
2002-05-12,0.0004852042351050079
2002-05-13,0.0004854316456451846
2002-05-14,0.0004856603243156288
2002-05-15,0.0005107100872838721
2002-05-16,0.0005067950906096907
2002-05-17,0.0005070276256389228
2002-05-18,0.0005072614870765824
2002-05-19,0.00050749667479566
2002-05-20,0.0005077331886680359
2002-05-21,0.0005079710285652572
2002-05-22,0.0005082101943586492
2002-05-23,0.0005084506859183158
2002-05-24,0.0005086925031135836
2002-05-25,0.0005089356458130023
2002-05-26,0.0005091801138842333
2002-05-27,0.0005094259071948271
2002-05-28,0.0005096730256116677
2002-05-29,0.0005099214690006404
2002-05-30,0.000510171237226853
2002-05-31,0.0005104223301539701
2002-06-01,0.0005106747476462115
2002-06-02,0.0005109284895667976
2002-06-03,0.0005111835557777278
2002-06-04,0.0005114399461405572
2002-06-05,0.0005116976605161749
2002-06-06,0.0005119566987651369
2002-06-07,0.0005122170607456678
2002-06-08,0.0005124787463181013
2002-06-09,0.0005127417553394409
2002-06-10,0.0005212724190946094
2002-06-11,0.0005215380639792544
2002-06-12,0.0005218050553776887
2002-06-13,0.0005179274590316751
2002-06-14,0.0005264716255584112
2002-06-15,0.000526742636035693
2002-06-16,0.0005270150041657429
2002-06-17,0.0005272887298000128
2002-06-18,0.0005275638127905102
2002-06-19,0.00048223982384554276
2002-06-20,0.0004825176087330796
2002-06-21,0.00048279662056316397
2002-06-22,0.0004830768591848056
2002-06-23,0.00048335832444634796
2002-06-24,0.00048364101619569055
2002-06-25,0.00048392493427795724
2002-06-26,0.00048421007854138054
2002-06-27,0.0004844964488303072
2002-06-28,0.00048478404498930594
2002-06-29,0.0004850728668630566
2002-06-30,0.00048536291429490674
2002-07-01,0.0004897830526264801
2002-07-02,0.0004900755418886238
2002-07-03,0.0004862243242242936
2002-07-04,0.0004865192861208678
2002-07-05,0.0004909522742909678
2002-07-06,0.0004912496812456979
2002-07-07,0.0004915483243264074
2002-07-08,0.0004918482033697824
2002-07-09,0.0004838596985562438
2002-07-10,0.00048416204764401005
2002-07-11,0.0004844575845719401
2002-07-12,0.00048476235215277885
2002-07-13,0.0004850683312115356
2002-07-14,0.00048537552158312014
2002-07-15,0.00048568392310088804
2002-07-16,0.00048184893444980226
2002-07-17,0.00048215975721410675
2002-07-18,0.0004907447722752867
2002-07-19,0.0004910579831647333
2002-07-20,0.0004913724160811039
2002-07-21,0.0004916880708540905
2002-07-22,0.0004920049473117194
2002-07-23,0.0004923148916592401
2002-07-24,0.0004926342056875699
2002-07-25,0.0004929547408394352
