Date,Perc. of Positive Sentiment
2000-04-30,0.5
2000-05-01,0.5
2000-05-02,0.5
2000-05-03,0.5
2000-05-04,0.5
2000-05-05,0.5
2000-05-06,0.5
2000-05-07,0.5
2000-05-08,0.5
2000-05-09,0.5
2000-05-10,0.5
2000-05-11,0.5
2000-05-12,0.5
2000-05-13,0.5
2000-05-14,0.5
2000-05-15,0.5
2000-05-16,0.5
2000-05-17,0.5
2000-05-18,0.5
2000-05-19,0.5
2000-05-20,0.5
2000-05-21,0.5
2000-05-22,0.5
2000-05-23,0.5
2000-05-24,0.5
2000-05-25,0.5
2000-05-26,0.5
2000-05-27,0.5
2000-05-28,0.5
2000-05-29,0.5
2000-05-30,0.5
2000-05-31,0.5
2000-06-01,0.5
2000-06-02,0.5
2000-06-03,0.5
2000-06-04,0.5
2000-06-05,0.5
2000-06-06,0.5
2000-06-07,0.5
2000-06-08,0.5
2000-06-09,0.5
2000-06-10,0.5
2000-06-11,0.5
2000-06-12,0.5
2000-06-13,0.5
2000-06-14,0.5
2000-06-15,0.5
2000-06-16,0.5
2000-06-17,0.5
2000-06-18,0.5
2000-06-19,0.5
2000-06-20,0.5
2000-06-21,0.5
2000-06-22,0.5
2000-06-23,0.5
2000-06-24,0.5
2000-06-25,0.5
2000-06-26,0.5
2000-06-27,0.5
2000-06-28,0.5
2000-06-29,0.5
2000-06-30,0.5
2000-07-01,0.5
2000-07-02,0.5
2000-07-03,0.5
2000-07-04,0.5
2000-07-05,0.5
2000-07-06,0.5
2000-07-07,0.5
2000-07-08,0.5
2000-07-09,0.5
2000-07-10,0.5
2000-07-11,0.5
2000-07-12,0.5
2000-07-13,0.5
2000-07-14,0.5
2000-07-15,0.5
2000-07-16,0.5
2000-07-17,0.5
2000-07-18,0.5
2000-07-19,0.5
2000-07-20,0.5
2000-07-21,0.5
2000-07-22,0.5
2000-07-23,0.5
2000-07-24,0.5
2000-07-25,0.5
2000-07-26,0.5
2000-07-27,0.5
2000-07-28,0.5
2000-07-29,0.5
2000-07-30,0.5
2000-07-31,0.5
2000-08-01,0.5
2000-08-02,0.5
2000-08-03,0.5
2000-08-04,0.5
2000-08-05,0.5
2000-08-06,0.5
2000-08-07,0.5
2000-08-08,0.5
2000-08-09,0.5
2000-08-10,0.5
2000-08-11,0.5
2000-08-12,0.5
2000-08-13,0.5
2000-08-14,0.5
2000-08-15,0.5
2000-08-16,0.5
2000-08-17,0.5
2000-08-18,0.5
2000-08-19,0.5
2000-08-20,0.5
2000-08-21,0.5
2000-08-22,0.5
2000-08-23,0.5
2000-08-24,0.5
2000-08-25,0.5
2000-08-26,0.5
2000-08-27,0.5
2000-08-28,0.5
2000-08-29,0.5
2000-08-30,0.5
2000-08-31,0.5
2000-09-01,0.5
2000-09-02,0.5
2000-09-03,0.5
2000-09-04,0.5
2000-09-05,0.5
2000-09-06,0.5
2000-09-07,0.5
2000-09-08,0.5
2000-09-09,0.5
2000-09-10,0.5
2000-09-11,0.5
2000-09-12,0.5
2000-09-13,0.5
2000-09-14,0.5
2000-09-15,0.5
2000-09-16,0.5
2000-09-17,0.5
2000-09-18,0.5
2000-09-19,0.5
2000-09-20,0.5
2000-09-21,0.5
2000-09-22,0.5
2000-09-23,0.5
2000-09-24,0.5
2000-09-25,0.5
2000-09-26,0.5
2000-09-27,0.5
2000-09-28,0.5
2000-09-29,0.5
2000-09-30,0.5
2000-10-01,0.5
2000-10-02,0.5
2000-10-03,0.5
2000-10-04,0.5
2000-10-05,0.5
2000-10-06,0.5
2000-10-07,0.5
2000-10-08,0.5
2000-10-09,0.5
2000-10-10,0.5
2000-10-11,0.5
2000-10-12,0.5
2000-10-13,0.5
2000-10-14,0.5
2000-10-15,0.5
2000-10-16,0.5
2000-10-17,0.5
2000-10-18,0.5
2000-10-19,0.5
2000-10-20,0.5
2000-10-21,0.5
2000-10-22,0.5
2000-10-23,0.5
2000-10-24,0.5
2000-10-25,0.5
2000-10-26,0.5
2000-10-27,0.5
2000-10-28,0.5
2000-10-29,0.5
2000-10-30,0.5
2000-10-31,0.5
2000-11-01,0.5
2000-11-02,0.5
2000-11-03,0.5
2000-11-04,0.5
2000-11-05,0.5
2000-11-06,0.5
2000-11-07,0.5
2000-11-08,0.5
2000-11-09,0.5
2000-11-10,0.5
2000-11-11,0.5
2000-11-12,0.5
2000-11-13,0.5
2000-11-14,0.5
2000-11-15,0.5
2000-11-16,0.5
2000-11-17,0.5
2000-11-18,0.5
2000-11-19,0.5
2000-11-20,0.5
2000-11-21,0.5
2000-11-22,0.5
2000-11-23,0.5
2000-11-24,0.5
2000-11-25,0.5
2000-11-26,0.5
2000-11-27,0.5
2000-11-28,0.5
2000-11-29,0.5
2000-11-30,0.5
2000-12-01,0.5
2000-12-02,0.5
2000-12-03,0.5
2000-12-04,0.5
2000-12-05,0.5
2000-12-06,0.5
2000-12-07,0.5
2000-12-08,0.5
2000-12-09,0.5
2000-12-10,0.5
2000-12-11,0.5
2000-12-12,0.5
2000-12-13,0.5
2000-12-14,0.5
2000-12-15,0.5
2000-12-16,0.5
2000-12-17,0.5
2000-12-18,0.5
2000-12-19,0.5
2000-12-20,0.5
2000-12-21,0.5
2000-12-22,0.5
2000-12-23,0.5
2000-12-24,0.5
2000-12-25,0.5
2000-12-26,0.5
2000-12-27,0.5
2000-12-28,0.5
2000-12-29,0.5
2000-12-30,0.5
2000-12-31,0.5
2001-01-01,0.5
2001-01-02,0.5
2001-01-03,0.5
2001-01-04,0.5
2001-01-05,0.5000166132964518
2001-01-06,0.5000166133201656
2001-01-07,0.5000166133913071
2001-01-08,0.5000166135098761
2001-01-09,0.5000166136758726
2001-01-10,0.5000705994789155
2001-01-11,0.5000705998167638
2001-01-12,0.5000705980106573
2001-01-13,0.5000705987515243
2001-01-14,0.5000705996939006
2001-01-15,0.5000706008377858
2001-01-16,0.5000706021831793
2001-01-17,0.5000706037300806
2001-01-18,0.5000664521889607
2001-01-19,0.500066454132949
2001-01-20,0.5000664562665856
2001-01-21,0.5000664585898696
2001-01-22,0.5000623078822748
2001-01-23,0.5000623105789263
2001-01-24,0.5000664655698317
2001-01-25,0.5000664686279257
2001-01-26,0.5000664718756541
2001-01-27,0.500066475313015
2001-01-28,0.5000664789400068
2001-01-29,0.5000664827566279
2001-01-30,0.500066486762876
2001-01-31,0.5000664909587494
2001-02-01,0.500066495344246
2001-02-02,0.5000664999193634
2001-02-03,0.5000665046840994
2001-02-04,0.5000665096384518
2001-02-05,0.500066514782418
2001-02-06,0.5000665201159952
2001-02-07,0.5000665256391811
2001-02-08,0.5000665313519728
2001-02-09,0.5000665372543673
2001-02-10,0.5000665433463619
2001-02-11,0.5000665496279533
2001-02-12,0.5000665560991386
2001-02-13,0.5000665627599143
2001-02-14,0.5000748736322396
2001-02-15,0.5000748806837595
2001-02-16,0.5000665817152513
2001-02-17,0.5000665891815189
2001-02-18,0.5000665968373469
2001-02-19,0.5000666046827312
2001-02-20,0.5000666127176683
2001-02-21,0.5000666209421538
2001-02-22,0.5000666293561836
2001-02-23,0.5000666379597538
2001-02-24,0.50006664675286
2001-02-25,0.5000666557354972
2001-02-26,0.5000666649076619
2001-02-27,0.500066674269349
2001-02-28,0.5000666838205537
2001-03-01,0.5000666935612713
2001-03-02,0.5000667034914972
2001-03-03,0.5000667136112261
2001-03-04,0.5000667239204531
2001-03-05,0.5000667344191732
2001-03-06,0.5000667451073807
2001-03-07,0.5000667559850707
2001-03-08,0.5000667670522373
2001-03-09,0.5000667783088755
2001-03-10,0.5000667897549791
2001-03-11,0.500066801390543
2001-03-12,0.500066813215561
2001-03-13,0.5000668252300271
2001-03-14,0.5000668374339357
2001-03-15,0.5000668498272801
2001-03-16,0.5000585564549707
2001-03-17,0.5000585692154288
2001-03-18,0.5000585821415944
2001-03-19,0.5000627471341142
2001-03-20,0.5000627603973186
2001-03-21,0.5000627738380595
2001-03-22,0.50006278745633
2001-03-23,0.5000628012521237
2001-03-24,0.5000628152254337
2001-03-25,0.5000586765027686
2001-03-26,0.500058690825234
2001-03-27,0.5000587053133401
2001-03-28,0.5000545671627947
2001-03-29,0.5000545819763099
2001-03-30,0.5000545969435896
2001-03-31,0.5000546120646266
2001-04-01,0.500054627339413
2001-04-02,0.5000546427679412
2001-04-03,0.5000546583502038
2001-04-04,0.500058825912827
2001-04-05,0.5000546890734814
2001-04-06,0.5000547051284845
2001-04-07,0.5000547213371849
2001-04-08,0.5000547376995744
2001-04-09,0.5000547542156453
2001-04-10,0.5000547708853887
2001-04-11,0.5000547877087965
2001-04-12,0.5000548046858605
2001-04-13,0.5000548218165721
2001-04-14,0.5000548391009224
2001-04-15,0.500054856538903
2001-04-16,0.5000548741305054
2001-04-17,0.5000548918757203
2001-04-18,0.5000590615268149
2001-04-19,0.500088139917061
2001-04-20,0.5000964605096307
2001-04-21,0.5000964790308092
2001-04-22,0.5000964978240172
2001-04-23,0.5001006679498762
2001-04-24,0.5001006872925864
2001-04-25,0.500100706919142
2001-04-26,0.5001007268295327
2001-04-27,0.5000965943607757
2001-04-28,0.5000966148330201
2001-04-29,0.5000966355772161
2001-04-30,0.5000966565933529
2001-05-01,0.5001049797882496
2001-05-02,0.5001050013590693
2001-05-03,0.500105023225485
2001-05-04,0.5001050453874851
2001-05-05,0.5001050678450591
2001-05-06,0.500100936329336
2001-05-07,0.5000885022151673
2001-05-08,0.5000926763015321
2001-05-09,0.5000968505718838
2001-05-10,0.5001010250380397
2001-05-11,0.5001010491428632
2001-05-12,0.5001010735312879
2001-05-13,0.500101098203301
2001-05-14,0.5001011231588903
2001-05-15,0.500101148398043
2001-05-16,0.500105324486697
2001-05-17,0.5001053502982388
2001-05-18,0.500105376405147
2001-05-19,0.5001054028074081
2001-05-20,0.5001054295050092
2001-05-21,0.5001054564979368
2001-05-22,0.5001054837861767
2001-05-23,0.5001055113697159
2001-05-24,0.50010553924854
2001-05-25,0.500105567422635
2001-05-26,0.500105595891987
2001-05-27,0.5001056246565814
2001-05-28,0.5001056537164038
2001-05-29,0.5001056830714395
2001-05-30,0.5001057127216737
2001-05-31,0.5001057426670916
2001-06-01,0.5001057729076775
2001-06-02,0.5001058034434169
2001-06-03,0.5001058342742942
2001-06-04,0.5001058654002938
2001-06-05,0.5001058968213998
2001-06-06,0.5001059285375967
2001-06-07,0.5001059605488684
2001-06-08,0.5001059928551982
2001-06-09,0.5001060254565708
2001-06-10,0.5001060583529692
2001-06-11,0.5001019393045703
2001-06-12,0.5000936685131256
2001-06-13,0.5000937022657264
2001-06-14,0.5000937362777342
2001-06-15,0.5000937705491327
2001-06-16,0.5000896530483944
2001-06-17,0.5000896878328973
2001-06-18,0.5000897228648891
2001-06-19,0.5000897581443517
2001-06-20,0.5000897936712676
2001-06-21,0.5000898294456186
2001-06-22,0.5000898654673868
2001-06-23,0.5000899017365541
2001-06-24,0.5000899382531024
2001-06-25,0.5000899750170126
2001-06-26,0.5000900120282668
2001-06-27,0.5000900477916044
2001-06-28,0.5000900852968656
2001-06-29,0.5000901200565725
2001-06-30,0.5000901580551071
2001-07-01,0.5000901963008659
2001-07-02,0.5000902347938296
2001-07-03,0.5000778184907854
2001-07-04,0.5000737059186265
2001-07-05,0.5000737450953491
2001-07-06,0.5000737844718081
2001-07-07,0.5000696725752524
2001-07-08,0.5000697123455976
2001-07-09,0.5000697523037733
2001-07-10,0.5000739426935683
2001-07-11,0.5000739830321846
2001-07-12,0.5000698721686626
2001-07-13,0.5000699129009777
2001-07-14,0.5000699538210153
2001-07-15,0.5000699949287546
2001-07-16,0.5000700350613732
2001-07-17,0.5000576220087691
2001-07-18,0.5000493601205501
2001-07-19,0.5000494019132317
2001-07-20,0.5000535937224051
2001-07-21,0.5000536357765225
2001-07-22,0.5000536779707906
2001-07-23,0.5000578701208702
2001-07-24,0.5000579126000912
2001-07-25,0.5000579552312359
2001-07-26,0.5000538473083228
2001-07-27,0.50005389023785
2001-07-28,0.500053933307393
2001-07-29,0.500053976516931
2001-07-30,0.5000540198664424
2001-07-31,0.5000540633559043
2001-08-01,0.5000541069852953
2001-08-02,0.5000541507545933
2001-08-03,0.5000541946637767
2001-08-04,0.5000542387128223
2001-08-05,0.5000542829017084
2001-08-06,0.5000543272304124
2001-08-07,0.5000543716989126
2001-08-08,0.5000544163071861
2001-08-09,0.5000544610552099
2001-08-10,0.5000545059429621
2001-08-11,0.5000545509704197
2001-08-12,0.5000587458582857
2001-08-13,0.5000587911695992
2001-08-14,0.500058836632386
2001-08-15,0.5000588822466236
2001-08-16,0.5000589280122887
2001-08-17,0.5000589739293588
2001-08-18,0.5000590199978099
2001-08-19,0.5000590662176189
2001-08-20,0.5000591125887625
2001-08-21,0.5000591591112177
2001-08-22,0.5000592057849602
2001-08-23,0.5000592526099665
2001-08-24,0.5000592995862141
2001-08-25,0.5000593467136776
2001-08-26,0.5000593939923341
2001-08-27,0.5000594414221595
2001-08-28,0.5000594890031295
2001-08-29,0.5000595367352207
2001-08-30,0.5000595846184083
2001-08-31,0.500059632652669
2001-09-01,0.5000596808379771
2001-09-02,0.5000597291743094
2001-09-03,0.5000597776616408
2001-09-04,0.5000598262999472
2001-09-05,0.5000598750892037
2001-09-06,0.5000682231874367
2001-09-07,0.5000682722870272
2001-09-08,0.5000683215611661
2001-09-09,0.5000683710098281
2001-09-10,0.5000767195020225
2001-09-11,0.5000767693080761
2001-09-12,0.5000768193122489
2001-09-13,0.5000768695145142
2001-09-14,0.5000810692391271
2001-09-15,0.5000811198416676
2001-09-16,0.5000811706540591
2001-09-17,0.5000853709263731
2001-09-18,0.5000854221625204
2001-09-19,0.5000854736202752
2001-09-20,0.500085525299611
2001-09-21,0.5000855772005021
2001-09-22,0.5000856293229214
2001-09-23,0.5000856816668431
2001-09-24,0.5000857342322406
2001-09-25,0.5000857870190868
2001-09-26,0.5000858400273551
2001-09-27,0.5000941915137349
2001-09-28,0.5000942449727995
2001-09-29,0.5000942986768725
2001-09-30,0.5000943526259269
2001-10-01,0.5000944068199344
2001-10-02,0.5000944612588676
2001-10-03,0.5000945159426993
2001-10-04,0.5000945708714013
2001-10-05,0.5001070728667424
2001-10-06,0.5001071282968647
2001-10-07,0.5001071840072708
2001-10-08,0.5001072399979334
2001-10-09,0.5001072962688223
2001-10-10,0.5001115016126428
2001-10-11,0.5001115584477586
2001-10-12,0.5001116155748467
2001-10-13,0.500111672993878
2001-10-14,0.5001117307048235
2001-10-15,0.5001117887076537
2001-10-16,0.5001118470023388
2001-10-17,0.5001119055888492
2001-10-18,0.5001741820608356
2001-10-19,0.5001742412852763
2001-10-20,0.5001743009788495
2001-10-21,0.500174361141524
2001-10-22,0.5001744217732694
2001-10-23,0.5001744828740535
2001-10-24,0.5001786919672467
2001-10-25,0.5001787540096738
2001-10-26,0.5001788165328692
2001-10-27,0.5001788795368017
2001-10-28,0.5001789430214376
2001-10-29,0.5001790069867454
2001-10-30,0.5001790714326918
2001-10-31,0.5001791363592434
2001-11-01,0.5001792017663668
2001-11-02,0.5001792676540283
2001-11-03,0.5001793340221938
2001-11-04,0.5001794008708297
2001-11-05,0.5001794681999009
2001-11-06,0.5001795360093734
2001-11-07,0.5001796042992114
2001-11-08,0.5001796730693804
2001-11-09,0.500179742319845
2001-11-10,0.500179812050569
2001-11-11,0.5001798822615167
2001-11-12,0.5001799529526527
2001-11-13,0.5001800241239398
2001-11-14,0.500180095775341
2001-11-15,0.5001801679068206
2001-11-16,0.5001802405183404
2001-11-17,0.5001803136098637
2001-11-18,0.5001803871813523
2001-11-19,0.5001804612327686
2001-11-20,0.5001805357640745
2001-11-21,0.5001806107752318
2001-11-22,0.5001806862662013
2001-11-23,0.5001807622369445
2001-11-24,0.5001808386874221
2001-11-25,0.5001809156175954
2001-11-26,0.5001809930274238
2001-11-27,0.5001727702386044
2001-11-28,0.5001686983644928
2001-11-29,0.5001687771761382
2001-11-30,0.5001688564317582
2001-12-01,0.5001689361313116
2001-12-02,0.5001648661154587
2001-12-03,0.5001690940499879
2001-12-04,0.5001691750678993
2001-12-05,0.5001692565295635
2001-12-06,0.50016518835081
2001-12-07,0.5001611153345743
2001-12-08,0.5001611981039977
2001-12-09,0.5001571314894808
2001-12-10,0.5001572072682888
2001-12-11,0.500161438192042
2001-12-12,0.5001615226113851
2001-12-13,0.5001574579286159
2001-12-14,0.5001575431829464
2001-12-15,0.5001534793954269
2001-12-16,0.5001535654609187
2001-12-17,0.5001577987500987
2001-12-18,0.5001495869275281
2001-12-19,0.5001496741864649
2001-12-20,0.5001497618292177
2001-12-21,0.5001498498557414
2001-12-22,0.5001540850092162
2001-12-23,0.500154173805832
2001-12-24,0.5001501137704651
2001-12-25,0.5001502033538069
2001-12-26,0.5001502933206775
2001-12-27,0.5001586690207653
2001-12-28,0.5001711984814591
2001-12-29,0.5001712896306366
2001-12-30,0.5001672322811777
2001-12-31,0.5001673243110277
2002-01-01,0.500163262485844
2002-01-02,0.500155058118127
2002-01-03,0.5001634432368869
2002-01-04,0.5001635369306608
2002-01-05,0.5001677768450696
2002-01-06,0.5001678713779791
2002-01-07,0.5001928396682312
2002-01-08,0.5002053673937459
2002-01-09,0.500213749756777
2002-01-10,0.5002138462097868
2002-01-11,0.5001931988718421
2002-01-12,0.5001891484712165
2002-01-13,0.5001933912618001
2002-01-14,0.5001934898007757
2002-01-15,0.500193588840178
2002-01-16,0.5001936883799541
2002-01-17,0.5002476554111156
2002-01-18,0.5002601866429219
2002-01-19,0.5002602878678871
2002-01-20,0.5002603897818685
2002-01-21,0.500260492384813
2002-01-22,0.5002688824136875
2002-01-23,0.5003062732792208
2002-01-24,0.5003229481395403
2002-01-25,0.500318905963972
2002-01-26,0.5003190123673299
2002-01-27,0.5003191196244837
2002-01-28,0.5003192277353776
2002-01-29,0.5003193366999523
2002-01-30,0.5003235888586243
2002-01-31,0.5003278417998241
2002-02-01,0.5003362209382295
2002-02-02,0.5003363333536929
2002-02-03,0.500336446669634
2002-02-04,0.5003365608859921
2002-02-05,0.5003366760027066
2002-02-06,0.5003367920197155
2002-02-07,0.5003410451089078
2002-02-08,0.5003411629258958
2002-02-09,0.5003454233346355
2002-02-10,0.5003455429767669
2002-02-11,0.5003456635424347
2002-02-12,0.5003457850315739
2002-02-13,0.5003541846904006
2002-02-14,0.5003543080269215
2002-02-15,0.5003544323102685
2002-02-16,0.5003545575403769
2002-02-17,0.5003588250860355
2002-02-18,0.5003672347330367
2002-02-19,0.5003715039718593
2002-02-20,0.500379915131698
2002-02-21,0.5003841861338416
2002-02-22,0.5003884580806826
2002-02-23,0.5003885901928717
2002-02-24,0.5003887233455873
2002-02-25,0.5003929983199303
2002-02-26,0.5003972742619979
2002-02-27,0.5004015511834403
2002-02-28,0.5004016885356344
2002-03-01,0.5004018269633551
2002-03-02,0.5004061070166239
2002-03-03,0.5004062475959444
2002-03-04,0.5004146701360404
2002-03-05,0.500410665686619
2002-03-06,0.5004190901272967
2002-03-07,0.5004192350894456
2002-03-08,0.5004193811736914
2002-03-09,0.500423668550291
2002-03-10,0.5004238168790232
2002-03-11,0.5004239663413987
2002-03-12,0.5004241169373378
2002-03-13,0.5004242686667584
2002-03-14,0.5004161273803671
2002-03-15,0.5004121344022002
2002-03-16,0.5004122894992264
2002-03-17,0.5004124456939371
2002-03-18,0.5004126029862486
2002-03-19,0.5004127613760766
2002-03-20,0.5004253407797379
2002-03-21,0.5004627420197337
2002-03-22,0.5004711818020093
2002-03-23,0.5004713447537968
2002-03-24,0.5004715089675196
2002-03-25,0.5004675199654136
2002-03-26,0.5004676866972573
2002-03-27,0.5004678546789042
2002-03-28,0.5004680161547861
2002-03-29,0.5004681866329362
2002-03-30,0.5004683583605711
2002-03-31,0.5004685313375975
2002-04-01,0.5004687055639208
2002-04-02,0.5004688810394476
2002-04-03,0.500469057764083
2002-04-04,0.5004692357377306
2002-04-05,0.5004694149602941
2002-04-06,0.5004695954316762
2002-04-07,0.5004697771517799
2002-04-08,0.5004699601205059
2002-04-09,0.5004701443377558
2002-04-10,0.5004703298034293
2002-04-11,0.5004746551878821
2002-04-12,0.5004748431493896
2002-04-13,0.5004750323707939
2002-04-14,0.5004752228519926
2002-04-15,0.5004754145928827
2002-04-16,0.50047560759336
2002-04-17,0.5004840789078988
2002-04-18,0.5004842744253445
2002-04-19,0.5004844712256135
2002-04-20,0.5004846693085986
2002-04-21,0.5004848686741927
2002-04-22,0.5004850693222885
2002-04-23,0.5004852712527755
2002-04-24,0.5004854744655458
2002-04-25,0.5004856789604878
2002-04-26,0.5004858847374921
2002-04-27,0.5004860917964468
2002-04-28,0.5004863001372388
2002-04-29,0.5004865097597563
2002-04-30,0.5004825742669232
2002-05-01,0.5004827864504904
2002-05-02,0.5004829999036206
2002-05-03,0.5004832146261978
2002-05-04,0.5004834306181065
2002-05-05,0.5004836478792288
2002-05-06,0.5004838664094471
2002-05-07,0.5004840862086443
2002-05-08,0.5004843072766997
2002-05-09,0.5004845296134939
2002-05-10,0.5004847532189074
2002-05-11,0.500484978092818
2002-05-12,0.500485204235105
2002-05-13,0.5004854316456452
2002-05-14,0.5004856603243156
2002-05-15,0.5005107100872839
2002-05-16,0.5005067950906097
2002-05-17,0.5005070276256389
2002-05-18,0.5005072614870766
2002-05-19,0.5005074966747957
2002-05-20,0.500507733188668
2002-05-21,0.5005079710285653
2002-05-22,0.5005082101943586
2002-05-23,0.5005084506859183
2002-05-24,0.5005086925031136
2002-05-25,0.500508935645813
2002-05-26,0.5005091801138842
2002-05-27,0.5005094259071948
2002-05-28,0.5005096730256117
2002-05-29,0.5005099214690006
2002-05-30,0.5005101712372269
2002-05-31,0.500510422330154
2002-06-01,0.5005106747476462
2002-06-02,0.5005109284895668
2002-06-03,0.5005111835557777
2002-06-04,0.5005114399461406
2002-06-05,0.5005116976605162
2002-06-06,0.5005119566987651
2002-06-07,0.5005122170607457
2002-06-08,0.5005124787463181
2002-06-09,0.5005127417553394
2002-06-10,0.5005212724190946
2002-06-11,0.5005215380639793
2002-06-12,0.5005218050553777
2002-06-13,0.5005179274590317
2002-06-14,0.5005264716255584
2002-06-15,0.5005267426360357
2002-06-16,0.5005270150041657
2002-06-17,0.5005272887298
2002-06-18,0.5005275638127905
2002-06-19,0.5004822398238455
2002-06-20,0.5004825176087331
2002-06-21,0.5004827966205632
2002-06-22,0.5004830768591848
2002-06-23,0.5004833583244463
2002-06-24,0.5004836410161957
2002-06-25,0.500483924934278
2002-06-26,0.5004842100785414
2002-06-27,0.5004844964488303
2002-06-28,0.5004847840449893
2002-06-29,0.5004850728668631
2002-06-30,0.5004853629142949
2002-07-01,0.5004897830526265
2002-07-02,0.5004900755418886
2002-07-03,0.5004862243242243
2002-07-04,0.5004865192861209
2002-07-05,0.500490952274291
2002-07-06,0.5004912496812457
2002-07-07,0.5004915483243264
2002-07-08,0.5004918482033698
2002-07-09,0.5004838596985562
2002-07-10,0.500484162047644
2002-07-11,0.5004844575845719
2002-07-12,0.5004847623521528
2002-07-13,0.5004850683312115
2002-07-14,0.5004853755215831
2002-07-15,0.5004856839231009
2002-07-16,0.5004818489344498
2002-07-17,0.5004821597572141
2002-07-18,0.5004907447722753
2002-07-19,0.5004910579831647
2002-07-20,0.5004913724160811
2002-07-21,0.5004916880708541
2002-07-22,0.5004920049473117
2002-07-23,0.5004923148916592
2002-07-24,0.5004926342056876
2002-07-25,0.5004929547408394
2002-07-26,0.5004932764969416
2002-07-27,0.5004935994738191
2002-07-28,0.5004980598890255
2002-07-29,0.5004983853018165
2002-07-30,0.5005069757364685
2002-07-31,0.5005073035972925
2002-08-01,0.5005076327132597
2002-08-02,0.5005079630841912
2002-08-03,0.5005124305869884
2002-08-04,0.5005127634619396
2002-08-05,0.5005130976030784
2002-08-06,0.5005134330102217
2002-08-07,0.500517905446429
2002-08-08,0.5005182433794925
2002-08-09,0.5005144383303026
2002-08-10,0.500514778817618
2002-08-11,0.5005109763909773
2002-08-12,0.5005195906142019
2002-08-13,0.5005323411331493
2002-08-14,0.5005368219219815
2002-08-15,0.5005288806414868
2002-08-16,0.500525084844767
2002-08-17,0.5005254342899484
2002-08-18,0.5005257850221941
2002-08-19,0.5005302721853078
2002-08-20,0.5005347605485855
2002-08-21,0.5005351151404435
2002-08-22,0.5005396060131152
2002-08-23,0.5005399632182026
2002-08-24,0.5005403217444757
2002-08-25,0.5005406815917397
2002-08-26,0.500549312398976
2002-08-27,0.5005496748748516
2002-08-28,0.5005541733869145
2002-08-29,0.5005586731553745
2002-08-30,0.5005590396611531
2002-08-31,0.5005594075337647
2002-09-01,0.5005597767730081
2002-09-02,0.5005601473786819
2002-09-03,0.5005646538309596
2002-09-04,0.5005650271621279
2002-09-05,0.5005654018708724
2002-09-06,0.5005616342160262
2002-09-07,0.5005620116799618
2002-09-08,0.5005623905090507
2002-09-09,0.5005669050384477
2002-09-10,0.5005672865901861
2002-09-11,0.5005676695182095
2002-09-12,0.5005680538223085
2002-09-13,0.5005684395022727
2002-09-14,0.5005688265578901
2002-09-15,0.5005692149889507
2002-09-16,0.5005696047952409
2002-09-17,0.500569995976547
2002-09-18,0.500570388532654
